,company,country,description,location,review,salary,star,title
2,UNSW Global Pty Limited,Australia,Enable the data analysts and others to develop their knowledge and skills through providing. Provide advice on data and item response theory analyses of...,Rosebery NSW,None,None,None,Senior Reporting & Analysis Manager
3,Greythorn Specialist Technology Recruitment,Australia,You will help develop a sustainable front end (or leverage existing off the shelf toolsets) to streamline input of large volumes of data from multiple sources...,Sydney NSW,6,None,52.2,Technical Business Analyst / Solution Designer
5,Randstad,Australia,Strong data warehousing and data modelling concepts. Randstad is on the lookout for a SAP BI/BW Analyst. This Analyst will be joining a prestigious government...,Sydney Inner Suburbs NSW,9516,None,43.8,sap bi/bw analyst (data analyst)
6,Michael Page,Australia,"Tertiary accreditation in Finance, Accounting or Data Analytics. Given recent expansion in their global presence they require a Support Analyst to facilitate...",Sydney Central Business District NSW,157,None,42.0,Support Analyst | Fintech | Sydney CBD
7,Michael Page,Australia,Providing data insights & analysis. Perform tasks of CRM Database Management team to ensure that CRM data being entered is accurate as well as managing the CRM...,Sydney Central Business District NSW,157,None,42.0,CRM Support Analyst
0,Avenir Consulting,Australia,A Premier Trading Bank that continues to development foreign markets and has an appetite for bringing new and progressive products to market are looking for a...,Sydney NSW,2,None,51.0,INVESTMENT BANK - Market Risk Analyst
1,Robert Walters,Australia,"Previous experience as a financial or business analyst. Provide high quality reporting, data insights and financial analysis to support management decision...",Sydney Central Business District NSW,33,None,43.8,Financial Systems Analyst
2,Huxley IT,Australia,"You'll use your expertise to provide recommendations on changes, execute the integration of systems, create documentation, source to target data mapping and...",Sydney Central Business District NSW,None,None,None,Simcorp Dimension Analyst / Programmer
3,Morgan McKinley,Australia,This role represents an exciting opportunity for a bright and enthusiastic analyst with strong business partnering skills....,Sydney NSW,10,"$100,000 - $120,000 a year",42.0,Senior Commercial Analyst
5,Randstad,Australia,The Business Analyst will be joining a prestigious government organisation working on a complex data driven project....,Burwood NSW,9516,"$160,000 a year",43.8,business analyst
6,Peoplebank,Australia,Business Systems Analyst experience. Our client is seeking an experienced Business Analyst with knowledge of application lifecycle management....,Sydney Central Business District NSW,2,None,54.0,Business Analyst - Application Lifecycle Management (Logistics)
7,Franklin Templeton Investments,Australia,Data and Processes. Oversees technical design specifications for SimCorp Dimension configuration and data integration requirements....,Sydney NSW,402,None,51.0,SimCorp Dimension Architect
8,Michael Page,Australia,Data Analysis & Development Industry:. 6 month contract with a government organisation....,Sydney Central Business District NSW,157,None,42.0,Programmer Analyst
9,Opus Recruitment Solutions,Australia,Requirements - Data Scientist. Strong Data Science strategy. Job Responsibilities – Data Scientist. Relevant experience in Data Science / Machine learning....,Sydney NSW,None,"$150,000 - $200,000 a year",None,Senior Data Scientist
0,Paxus,Australia,"A great opportunity to join an industry giant as a Finance Reporting Analyst (Marketing). Initial 6-month contract, potential to extend, Sydney CBD What you...",Sydney NSW,None,None,None,Finance Reporting Analyst - Marketing
1,Michael Page,Australia,Extract & analyse data from existing operations to be utilised and benchmarks for bid. Brilliant workplace environment with great culture....,North Shore NSW,157,None,42.0,Commercial Analyst
2,Accenture,Australia,"Manage end to end recruitment for experienced hires Analyst to Senior Manager level. In conjunction with the HR Talent Manager, develop sourcing methods to find...",Sydney NSW,11394,None,51.0,Recruitment Senior Analyst - Technology (6 month contract)
3,Michael Page,Australia,Data Analysis & Development Industry:. An interest and strong foundation in data analysis and insights to define new audience type and segmentation....,Sydney Central Business District NSW,157,None,42.0,Analyst Programmer - Global firm - Digital team
4,S&P Dow Jones Indices,Australia,Volume of data creates its own complexity. The analyst will perform daily calculations of indices whilst ensuring accuracy (quality assurance) of each assigned...,Sydney NSW,12,None,52.2,Index Manager
5,Mars Recruitment Australia,Australia,"Experience with large data sets. This position offers a generous salary package, a supportive working environment with excellent friendly culture....",Sydney NSW,None,"$75,000 - $100,000 a year",None,Senior Analyst Assurance
6,Recruit Shop,Australia,To be successful in this role you will have a minimum 3 years solid experience as a senior business analyst ....,Yagoona NSW,None,"$100,000 a year",None,CRM Consultant & Business Analyst
7,Michael Page,Australia,Senior FP&A Analyst. It is important you can add value to the business by understanding key trends and analyzing complex financial data....,North Strathfield NSW,157,"$120,000 - $130,000 a year",42.0,Senior FP&A Analyst
8,Peoplebank,Australia,"Expertise in performance testing including test data design, parameterization, scripting, execution, results analysis and presentation....",Randwick NSW,2,None,54.0,Technical Test Analyst
9,Become,Australia,They are searching for a Performance/Media Data Analyst to be part of a larger Digital Media and Data Science team responsible for effectively and efficiently...,Sydney NSW,3,None,51.0,Performance Media Analyst
0,Hays,Australia,To be considered for this role you will be degree qualified with at least 2 years experience in an Finance Analyst role....,Sydney NSW,466,None,42.6,Finance Analyst
1,Robert Half Australia,Australia,They are looking to bring onboard a Senior Product Data Analyst who can own the product analysis space. This is a fantastic opportunity to join a fast growing...,Sydney NSW,5416,None,44.4,Senior Insights Analyst | Digital | Data | $135k Base
2,Adrenalin Media Pty Ltd,Australia,"Identifying key CX insights and opportunities through research, data analysis, client & user workshops to lay the foundations for solution building....",Sydney NSW,None,None,None,UX Designer
4,Hays,Australia,"Previously worked as a Process Analyst, ideally within Government or Higher Education. They are currently looking for a Process focused Business Analyst to join...",Sydney Central Business District NSW,466,"$85,000 a year",42.6,Business Process Analyst
6,Paxus,Australia,Experience in data migration (Not essential but highly regarded). Join an exciting new project for a leading organisation and help deliver a new online product...,Sydney NSW,None,None,None,Test Analyst - Intermediate Level
7,Hays,Australia,Manage daily workflow for credit analysts to ensure all SLA's are adhered to·. Due to organic growth they are seeking a Commercial Credit Analyst to join their...,Sydney Central Business District NSW,466,"$80,000 - $90,000 a year",42.6,Commercial Credit Analyst - Equipment Finance
8,DELL,Australia,"Strong aptitude with Microsoft Excel, including data analytics and complex graphing Aptitude. SME for internal and external product events, including analyst...",Sydney NSW,5904,None,51.0,ANZ Server Brand Manager
9,Harnham,Australia,"CUSTOMER ANALYST ROLES - WORK WITH WORLDWIDE BRANDS. The role involves analysing numerous customer behaviours, and using data driven insight to help brand build...",Sydney NSW,None,None,None,CUSTOMER INSIGHT ANALYST
0,Michael Page,Australia,"Data & Analysis:. Job Description Data & Analysis:. Key is to continuously identify improvements to data capture/manipulation, information delivery, & report... read more",North Shore NSW,157,None,42.0,Financial Analyst - Global US listed company
