,company,country,description,location,review,salary,star,title
3,CAP Consulting Group Pte Ltd,Singapore,"Deep understanding of Enterprise Architecture, End-to-end workflow, data-access framework, reference technology stack, institutional data model and the various...",Singapore,None,None,None,AD Project Management Role for global investment firm
4,Adecco Personnel,Singapore,Gather user requirements for example data requirements and data sources for dashboards. Good with details and enjoy working with data....,Marina Bay,10892,None,43.8,System Analyst
5,HeadHunt,Singapore,The CXL Data Analyst primary responsibility is to support and monitor all data interfaces for all commercial fuel transactions globally....,Singapore,None,None,None,CXL Data Analyst - WFS
6,Ikas International,Singapore,"""Personal data collected will be used for recruitment purposes only"". Level 1 / 2 Support....",Singapore,None,None,None,FX Support Analyst
7,Career Hub,Singapore,"Work on data management, data quality movement and data collection process to find ways of improvement. Generate student demographic data for stakeholders....",Central Singapore,None,None,None,Operations Analyst
8,Hays,Singapore,"You will be supported by one Financial Analyst reporting to you. You will liaise closely with community stakeholders, to better understand their procedures and...",Singapore,466,None,42.6,Commercial Finance Business Partner
10,Singapore Telecommunications Ltd,Singapore,Proven experience in creating BI data structures to support reporting and visualisation tools; The Data Marketing Transformation team is tasked with...,Singapore,13,None,42.6,Senior Business Intelligence Developer
11,Adecco Personnel,Singapore,"Rendition Analyst - 8 Months Contract - Operations. Work closely with Data Quality analysts to process financial information, investigate data issues and...",Marina Bay,10892,None,43.8,Rendition Analyst
12,IntellectMinds,Singapore,"Define and document user, function, data, interface and report requirements. DuplicationFamiliar with Order life Cycle Front to Back, Data management and...",Singapore,None,None,None,Business Project Manager
3,Ambition Group Singapore Pte Ltd,Singapore,Data provided is for recruitment purposes only. 1 YEAR CONTRACT TO PERM SENIOR COMMERCIAL FINANCE ANALYST (ALCOHOL MNC)....,Singapore,None,None,None,1 YEARCONTRACT TO PERM SENIOR COMMERCIAL FINANCE ANALYST (AL
4,Thakral One Pte Ltd,Singapore,Data analyst skills to determine root cause problems for data integrity and data quality issues identified through QA or by business report owners....,Singapore,None,None,None,SAS Visual Analytics (VA)/ Business Intelligence (BI) Lead
5,Citi,Singapore,"Responsible for test data conditioning. Asia Pacific, Europe, Middle East, and Africa, Latin America;...",Central Singapore,11065,None,44.4,Testing Senior Analyst
7,Hays,Singapore,"Experience in Data Warehousing and Big Data ecosystem is required, with Data Modelling experience a strong plus....",Singapore,466,None,42.6,Lead Strategic Analyst
8,Staffhub LLP,Singapore,"Good knowledge in IT System Analysis and Design, data modelling, system solutions, integration and technical design....",Sungei Kadut,None,None,None,System Analyst
11,Sciente Consulting Pte. Ltd.,Singapore,"Knowledgeable in Object Oriented Programming (OOPS) and related concepts like Abstraction, Inheritance, Data Structures, JDBC, , Multithreading, Design Patterns...",Singapore,None,None,None,Application Analyst - Core Java
4,Robert Walters,Singapore,"Manage and supervise the support staff within the project office, ensure that the data capture and data audit processes are running smoothly, and that the data...",Singapore,33,None,43.8,"Business Analyst / Project Manager - CRS, FATCA"
6,Aryan Search Pte Ltd,Singapore,Installing/de-installing/relocating all Data Center hardware. We are looking for Data Center Service Delivery Infrastructure Technical Analyst with 3 to 10...,Singapore,None,None,None,Data Center Service Delivery Infrastructure Technical Analyst
7,JAC Recruitment,Singapore,"Own Master Data set-up and maintenance. Own savings and service improvement projects data gathering, analysis and results tracking....",Singapore,19,None,44.4,I-Trade Lane Analyst - Thai Speaking
9,Adecco Personnel,Singapore,"Consolidate and analyse financial data (budgets, income statement forecasts etc.). R1653540 Finance Analyst, MNC, East, Immediate Manufacturing, Auditor...",Singapore,10892,None,43.8,Finance Analyst (Immediate / MNC / East)
10,Adecco Personnel,Singapore,A proven track record of operating with Data management and static data or having experience in a role with similar responsibility....,Marina Bay,10892,None,43.8,Market Risk Analyst
11,Page Personnel,Singapore,"You will also be using ETL tools to extract, transform and load data into a data warehouse, as well as perform data analysis and data mining....",Singapore,85,None,39.0,Interface Developer/Data Analyst (1 Year Contract)
12,HeadHunt,Singapore,"Analyze data and accurately complete QC testing reports using good documentation practices. Currently, we have an opening for a QC Analyst, Pluripotent Stem...",Singapore,None,None,None,"Quality Control Analyst, Pluripotent Stem Cells - STEMCELL"
3,Moody's Investors Service,Singapore,"Support lead analyst by preparing research publications, rating committee presentations and client presentations....",Singapore,42,None,42.6,"Associate Analyst 2, Financial Institution"
4,Citi,Singapore,"Leverage Big Data (Hadoop, HIVE SQL) to conduct research and analysis. Identify incidents of significance through fusion of current and historic threat data;...",Central Singapore,11065,None,44.4,GF - Information Security (Advanced Adversary – Forensics)
5,InfoDrive Solutions,Singapore,"Works with the customer, users, technical architect, and application designers to define the data requirements and structure for the application....",Singapore,None,"$12,000 a month",None,SAP Treasury and Risk Management (TRM) - Design Architect
6,Essence,Singapore,"Drives how syndicated and first party data is used within the campaign lifecycle. Essence, part of GroupM, is a global digital-first agency that blends data...",Singapore,None,None,None,Senior Media Planning Manager
7,Space Executive,Singapore,Producing ongoing management reporting and data insights for driving the adoption of the platform. You will act as the Business analyst and deliver projects...,Singapore,None,None,None,Business Analyst; Client Engagement (Banking)
8,Aryan Search Pte Ltd,Singapore,Senior Database Analyst Job Duties:. Maintains data dictionary by revising and entering definitions. Our client is a leading global IT solutions company....,Singapore,None,None,None,Senior Database Analyst
9,Government Technology Agency,Singapore,"Manage and lead various tracks in the product management covering activities such as understanding requirements, perform technical due diligence on application...",Singapore,None,None,None,"Senior Manager/Manager, Product Management (LicenceOne)"
3,Synechron,Singapore,"You will be a trusted Advisor, Program Manager, Project Manager or Business Analyst able to engage with senior stakeholders to deliver end to end solutions....",Singapore,166,None,43.2,Senior Business Consultant – Financial Services
4,Visa,Singapore,"Excellent critical thinking, data analysis, and communications skills are critical for this complex role. Visa is currently seeking a Senior Financial Systems...",Singapore,458,None,51.0,Senior Financial Systems Analyst
6,Crédit Agricole CIB,Singapore,"O Market data (Volatilities, Curves,…), Sensitivities. 4+ years as a Business Analyst in CIB organization....",Singapore,432,None,44.4,Senior IT Business Analyst
8,Scoot™ Pte Ltd,Singapore,"Ensure the confidentiality, integrity and availability of the data residing on or transmitted to/from/through enterprise workstations, servers and other systems...",Singapore,None,None,None,"Manager, IT Security"
11,PERFORM Group,Singapore,"Support Financial Analyst in data entry and research. Competitor analysis, help in compiling monthly newsletter and data SEO research....",Singapore,17,None,43.8,Sales and Marketing Intern (SIN0014)
3,Adecco Personnel,Singapore,"Consolidate and analyse financial data (budgets, income statement forecasts etc.). R1653540 Accountant / Analyst (Manufacturing MNC, East) Business process...",Singapore,10892,None,43.8,Accountant / Analyst (Project / MNC / Immediate / East)
